,titulo,resumo,sessao,data,portal,link,sentiment,proba_positiva,proba_negativa
71,A campanha na Amazônia que receberá 600 mil reais de Greta Thunberg,Ativistas brasileiros querem defender populações tradicionais e indígenas que protegem as florestas,Ciência ,"20 Jul 2020, 18h49",Veja,https://veja.abril.com.br/blog/impacto/a-campanha-na-amazonia-que-recebera-600-mil-de-euros-de-greta-thunberg/,1,0.616954027327392,0.383045972672608
72,Credores vão fazer nova proposta para renegociação da dívida argentina,O projeto elaborado por três fundos de investimentos que detém um terço dos títulos do país será apresentado até o início de agosto,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/credores-vao-fazer-nova-proposta-para-renegociacao-da-divida-argentina/,1,0.5983730642011168,0.4016269357988832
73,A CVM no encalço da Via Varejo,Xerife do mercado vê atuação irregular por parte da varejista e investiga se movimento foi feito para inflar preço de ações,Economia ,No date related,Veja,https://veja.abril.com.br/economia/a-cvm-no-encalco-da-via-varejo/,1,0.5983730642011168,0.4016269357988832
74,Clássico de autoajuda ganha nova edição com histórias inéditas,,Entretenimento ,"20 Jul 2020, 18h32",Veja,https://veja.abril.com.br/blog/radar/classico-de-autoajuda-ganha-nova-edicao-com-historias-ineditas/,1,0.8495412438232033,0.15045875617679672
75,Twitter investiga envolvimento de funcionários em invasão de contas,"Segundo a empresa, as contas foram invadidas por meio de ferramentas internas que permitem o controle dos perfis ",Tecnologia ,No date related,Veja,https://veja.abril.com.br/tecnologia/twitter-investiga-envolvimento-de-funcionarios-em-invasao-de-contas/,1,0.5983730642011168,0.4016269357988832
76,Lei contra a “carteirada” está parada no Congresso desde 2015,"Autor da proposta, senador Romário torce para que a repercussão do caso do desembargador de Santos ajude na tramitação do projeto ",Política ,No date related,Veja,https://veja.abril.com.br/politica/lei-contra-a-carteirada-esta-parada-no-congresso-desde-2015/,1,0.653752280614425,0.34624771938557497
77,Aproxima-se a extinção do urso polar,"Pesquisa aponta que, até o final do século, esse animal corre grandes riscos de desaparecer do planeta",Ciência ,No date related,Veja,https://veja.abril.com.br/ciencia/aproxima-se-a-extincao-do-urso-polar/,1,0.8195773713814157,0.18042262861858427
78,CNJ quer exclusividade na apuração sobre desembargador que ofendeu guarda ,"Investigação sobre magistrado, que rasgou a multa por não usar máscara, será feita pelo Conselho Nacional de Justiça para evitar conflito no TJ-SP ",Brasil ,"20 Jul 2020, 17h40",Veja,https://veja.abril.com.br/blog/matheus-leitao/cnj-pede-que-tj-sp-envie-apuracao-sobre-desembargador-que-ofendeu-guarda/,1,0.602077418764654,0.39792258123534596
79,Confiança com agenda econômica volta a subir com retomada de atividades,Pesquisa da XP Investimentos mostra que o número de pessoas confiantes com políticas do governo para a economia subiu de 29% para 33% entre junho e julho,Economia ,No date related,Veja,https://veja.abril.com.br/economia/confianca-com-agenda-economica-volta-a-subir-com-retomada-de-atividades/,1,0.8495412438232033,0.15045875617679672
80,O general Ramos e seu labirinto,"Ao incorporar o Exército no governo Bolsonaro, o ministro da Secretaria de Governo levou os militares a um impasse",Política ,"20 Jul 2020, 17h34",Veja,https://veja.abril.com.br/blog/thomas-traumann/o-general-ramos-e-seu-labirinto/,1,0.5983730642011168,0.4016269357988832
81,"Ursos polares serão praticamente extintos até 2100, prevê estudo","Pesquisadores da Universidade de Toronto, no Canadá, projetam que ursos do Ártico enfrentarão falhas reprodutivas devido a derretimento de calotas",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/ursos-polares-serao-praticamente-extintos-ate-2100-preve-estudo/,1,0.5983730642011168,0.4016269357988832
82,"Por medo de Covid-19, professores da Flórida processam estado",Sindicatos se uniram nesta segunda-feira para pressionar o republicano Ron DeSantis a voltar atrás em decisão de reabrir escolas em agosto,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/por-medo-de-covid-19-professores-da-florida-processam-estado/,0,0.32850667211993767,0.6714933278800623
83,"Moro, o assédio dos partidos e a caminhada rumo ao Planalto em 2022",,Brasil ,"20 Jul 2020, 17h05",Veja,https://veja.abril.com.br/blog/radar/moro-o-assedio-dos-partidos-e-a-caminhada-rumo-ao-planalto-em-2022/,1,0.5983730642011168,0.4016269357988832
84,Comic Con virtual: pandemia democratiza acesso ao concorrido evento pop,"Tradicional plataforma de lançamentos de séries e filmes, feira de San Diego vai transmitir painéis on-line – ação que pode se repetir na versão brasileira",Entretenimento ,No date related,Veja,https://veja.abril.com.br/entretenimento/comic-con-virtual-pandemia-democratiza-acesso-ao-concorrido-evento-pop/,1,0.600744048683944,0.39925595131605596
85,"‘Desastroso e humilhante’, dizem líderes indígenas após reunião com Heleno",Encontro com Articulação dos Povos Indígenas do Brasil (APIB) foi marcado por ordem do STF em ação que pede proteção a indígenas contra Covid-19,Política ,"20 Jul 2020, 16h31",Veja,https://veja.abril.com.br/blog/maquiavel/desastroso-e-humilhante-dizem-lideres-indigenas-apos-reuniao-com-heleno/,1,0.8495412438232033,0.15045875617679672
86,"Em depoimento, Flávio diz que Paulo Marinho fabricou acusações",,Política ,"20 Jul 2020, 16h13",Veja,https://veja.abril.com.br/blog/radar/em-depoimento-flavio-diz-que-paulo-marinho-fabricou-acusacoes/,0,0.024294612890651737,0.9757053871093483
87,"Em 15 dias, SP só multou vinte por infração a regras da quarentena","Na capital do estado, ninguém foi autuado até agora por falta do uso de máscaras; Rio de Janeiro faz em média 40 autuações por dia",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/em-15-dias-sp-so-multou-vinte-por-infracao-a-regras-da-quarentena/,1,0.5794536663155732,0.42054633368442684
88,Os cuidados dos pacientes oncológicos em tempos de Covid-19,É fundamental enfatizar que os pacientes discutam com seus médicos os riscos e benefícios da manutenção dos tratamentos oncológicos durante a pandemia,Saúde ,"20 Jul 2020, 16h07",Veja,https://veja.abril.com.br/blog/letra-de-medico/os-cuidados-dos-pacientes-oncologicos-em-tempos-de-covid-19/,0,0.46243296822174884,0.5375670317782512
89,Reino Unido revoga tratado de extradição com Hong Kong,"Medida faz parte de onda de reação de países do ocidente, desde que governo chinês impôs lei que ataca liberdades individuais na ilha",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/reino-unido-revoga-tratado-de-extradicao-com-hong-kong/,1,0.8495412438232033,0.15045875617679672
90,‘Nova CPMF’ desmonta outra promessa de campanha de Bolsonaro,,Brasil ,"20 Jul 2020, 15h31",Veja,https://veja.abril.com.br/blog/radar/nova-cpmf-desmonta-outra-promessa-de-campanha-de-bolsonaro/,1,0.5983730642011168,0.4016269357988832
91,Ter Gisele Bünchchen como opositora não é um bom negócio para Bolsonaro,"Para celebrar seus 40 anos, modelo chama a atenção para desmatamento da Amazônia",Brasil ,"20 Jul 2020, 15h24",Veja,https://veja.abril.com.br/blog/veja-gente/aniversario-chamado-ambiental-de-gisele-bunchchen-e-pessimo-para-bolsonaro/,1,0.5543981798898897,0.4456018201101103
92,Senado enviará comissão a Angola para discutir conflito na Universal,Oito parlamentares devem ir ao país africano num prazo de trinta dias; igreja de Edir Macedo sofre briga interna pelo comando dos templos,Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/senado-enviara-comissao-a-angola-para-discutir-conflito-na-universal/,1,0.5983730642011168,0.4016269357988832
93,"Nem golpe, nem impeachment, mas disputa pela reeleição",Uma maneira de ver as impressões digitais de nossas instituições é considerar que graças a elas somente dois presidentes foram vítimas de impeachment,Política ,"20 Jul 2020, 14h49",Veja,https://veja.abril.com.br/blog/alberto-carlos-almeida/nem-golpe-nem-impeachment-mas-disputa-pela-reeleicao/,1,0.56317546905849,0.43682453094150997
94,"Líder indígena, cacique Raoni está estável e se recupera bem em UTI","Apesar de melhora no quadro de desnutrição, desidratação e hemorragia abdominal que o mantém internado desde quinta-feira 16, ainda não há previsão de alta",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/lider-indigena-cacique-raoni-esta-estavel-e-se-recupera-bem-em-uti/,1,0.5636339461515728,0.4363660538484272
95,Presidente do Irã diz que 25 milhões foram infectados pela Covid-19,"Número anunciado por Hassan Rouhani é muito maior do que total de contaminados informado pelo governo, levantando dúvidas sobre a contagem ",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/presidente-do-ira-diz-que-25-milhoes-foram-infectados-pela-covid-19/,0,0.2525782601291218,0.7474217398708782
96,"Prisão de Queiroz não prejudicou popularidade de Bolsonaro, diz pesquisa",,Brasil ,"20 Jul 2020, 14h34",Veja,https://veja.abril.com.br/blog/radar/prisao-de-queiroz-nao-prejudicou-popularidade-de-bolsonaro-diz-pesquisa/,0,0.024294612890651737,0.9757053871093483
97,Ministro da Educação testa positivo para Covid-19,,Brasil ,"20 Jul 2020, 14h31",Veja,https://veja.abril.com.br/blog/radar/ministro-da-educacao-testa-positivo-para-covid-19/,0,0.32850667211993767,0.6714933278800623
98,"Com aval de Bolsonaro, governo decide tirar cinemateca de SP",,Brasil ,"20 Jul 2020, 14h12",Veja,https://veja.abril.com.br/blog/radar/com-aval-de-bolsonaro-governo-decide-tirar-cinemateca-de-sp/,1,0.5744790260132324,0.4255209739867676
99,Fusão movimenta setor de gestão de condomínios,,Economia ,"20 Jul 2020, 13h32",Veja,https://veja.abril.com.br/blog/radar/fusao-cria-maior-empresa-de-gestao-de-softwares-de-condominio/,1,0.5983730642011168,0.4016269357988832
100,Kanye West critica famosa abolicionista negra em discurso pela presidência,"Em comício, rapper diminuiu ação da ex-escrava Harriet Tubman e afirmou ser contra o aborto, gritando que 'quase' matou a filha",Entretenimento ,No date related,Veja,https://veja.abril.com.br/entretenimento/kanye-west-critica-famosa-abolicionista-negra-em-discurso-pela-presidencia/,1,0.5983730642011168,0.4016269357988832
101,"Vacina chinesa contra Covid-19 é segura e induz resposta imune, diz estudo",Fase 2 de pesquisa mostrou que o imunizante da CanSino Biologics incentivou a produção de células T ou anticorpos em mais de 90% dos participantes,Saúde ,No date related,Veja,https://veja.abril.com.br/saude/vacina-chinesa-contra-covid-19-e-segura-e-induz-resposta-imune/,0,0.04545892186065831,0.9545410781393417
102,Hotéis se ajustam ao ‘novo normal’ com refeições por delivery,,Economia ,"20 Jul 2020, 12h32",Veja,https://veja.abril.com.br/blog/radar/hoteis-se-ajustam-ao-novo-normal-com-refeicoes-por-delivery/,1,0.7235642934215676,0.2764357065784324
103,Taça meio cheia: jovens aumentam consumo de vinho durante quarentena,Vendas nos supermercados para pessoas de até 30 anos subiram 38% em relação a abril e maio do ano passado; itens de bomboniere e energéticos perderam espaço ,Economia ,No date related,Veja,https://veja.abril.com.br/economia/taca-meio-cheia-jovens-aumentam-consumo-de-vinho-durante-quarentena/,1,0.5983730642011168,0.4016269357988832
104,Medo e insegurança (Por Denis Lerrer Rosenfield),"Há um sentimento muito importante de perda de dignidade humana, de abandono ",None,"20 Jul 2020, 12h00",Veja,https://veja.abril.com.br/blog/noblat/medo-e-inseguranca-por-denis-lerrer-rosenfield/,1,0.5983730642011168,0.4016269357988832
105,"Sem pipoca e apenas com filmes curtos, cinemas reabrem na China","Governo local autorizou funcionamento das salas a partir desta segunda, mas implantou regras que podem diminuir lucro da indústria e já preocupam Hollywood",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/sem-pipoca-e-apenas-com-filmes-curtos-cinemas-reabrem-na-china/,1,0.8495412438232033,0.15045875617679672
106,Hospital de campanha de BH segue à espera de pacientes,,Brasil ,"20 Jul 2020, 11h32",Veja,https://veja.abril.com.br/blog/radar/hospital-de-campanha-de-bh-segue-a-espera-de-pacientes/,1,0.5983730642011168,0.4016269357988832
107,Rodrigo Maia desobstrui projeto da Nova Lei do Gás na Câmara,Matéria estava parada na Câmara há meses; governo acredita em revolução no mercado com aprovação do PL 6.407,Economia ,No date related,Veja,https://veja.abril.com.br/economia/rodrigo-maia-desobstrui-projeto-da-nova-lei-do-gas-na-camara/,1,0.8195773713814157,0.18042262861858427
108,Trump não responde se irá aceitar resultados das eleições americanas,"Em entrevista à rede de TV Fox News, o presidente, que está 15 pontos atrás de Joe Biden nas pesquisas, levantou dúvidas sobre disputa à Casa Branca ",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/trump-nao-responde-se-ira-aceitar-resultados-das-eleicoes-americanas/,1,0.5983730642011168,0.4016269357988832
109,"Internado após sofrer acidente doméstico, Toffoli recebe alta",,Brasil ,"20 Jul 2020, 11h14",Veja,https://veja.abril.com.br/blog/radar/internado-apos-sofrer-acidente-domestico-toffoli-recebe-alta/,1,0.5983730642011168,0.4016269357988832
110,Vacina de Oxford tem resultado positivo em primeiros testes com humanos,"Estudo clínico com mais de 1.000 adultos saudáveis mostrou que o imunizante induziu a produção células T, que atuam no sistema de defesa do organismo",Saúde ,No date related,Veja,https://veja.abril.com.br/saude/coronavirus-vacina-de-oxford-e-segura-e-induz-producao-de-anticorpos/,1,0.6836345316734831,0.3163654683265169
111,Cantora gospel Cassiane altera clipe acusado de romantizar a violência,Novo vídeo adiciona cenas em que a vítima de violência doméstica denuncia o marido,Entretenimento ,No date related,Veja,https://veja.abril.com.br/entretenimento/cantora-gospel-cassiane-altera-clipe-acusado-de-romantizar-a-violencia/,1,0.5904832572157352,0.40951674278426475
112,Dispersão municipal (por Alon Feuerwerker),O país está absorvido pelas disputas políticas em torno da pandemia da Covid-19 ,None,"20 Jul 2020, 11h00",Veja,https://veja.abril.com.br/blog/noblat/dispersao-municipal-por-alon-feuerwerker/,1,0.5983730642011168,0.4016269357988832
113,Coronavírus: Bola de Ouro não será entregue pela primeira vez na história,"""Acreditamos que um ano tão único não pode - e não deve - ser tratado como um ano comum"", informou a 'France Football' para justificar o cancelamento",Placar ,No date related,Veja,https://veja.abril.com.br/placar/coronavirus-bola-de-ouro-nao-sera-entregue-pela-primeira-vez-na-historia/,1,0.8575643115608778,0.14243568843912224
114,Algar recebe apoio de fundo americano na compra da Oi Móvel,"Além do fundo de Cingapura, o fundo Digital Colony deve entrar com mais dinheiro para que a telecom mineira faça frente à proposta de Claro, Tim e VIVO",Economia ,No date related,Veja,https://veja.abril.com.br/economia/algar-recebe-apoio-de-fundo-americano-na-compra-da-oi-movel/,1,0.5983730642011168,0.4016269357988832
115,"Bolsonaro, a facada e o ‘Dia de Combate à Intolerância Ideológica’",,Brasil ,"20 Jul 2020, 10h32",Veja,https://veja.abril.com.br/blog/radar/lei-quer-que-facada-contra-bolsonaro-vire-dia-do-combate-a-intolerancia/,1,0.5983730642011168,0.4016269357988832
116,"Sem líderes capazes de formar a defesa democrática, STF diz “não passarão”","O Supremo tem, por decisões e palavras, se transformado numa trincheira fundamental de guarda da Constituição diante dos arroubos autoritários do governo",Política ,"20 Jul 2020, 10h03",Veja,https://veja.abril.com.br/blog/matheus-leitao/sem-lideres-capazes-de-formar-a-defesa-democratica-o-stf-diz-nao-passarao/,0,0.024294612890651737,0.9757053871093483
117,"Os exageros sobre Jorge Jesus, o novo ‘Deus do futebol’","É inegável: o português fez um ótimo trabalho no Flamengo. Mas não deixa de ser um técnico mediano, que estava na hora certa e no lugar certo",Placar ,"20 Jul 2020, 10h02",Veja,https://veja.abril.com.br/blog/paulo-cezar-caju/os-exageros-sobre-jorge-jesus-o-novo-deus-do-futebol/,1,0.7812602297293415,0.2187397702706585
118,A babel amazônica (por André Gustavo Stumpf),"Índios, grandes projetos, interesses econômicos estrangeiros e garimpeiros ",None,"20 Jul 2020, 10h00",Veja,https://veja.abril.com.br/blog/noblat/a-babel-amazonica-por-andre-gustavo-stumpf/,1,0.5983730642011168,0.4016269357988832
119,Covid-19: Reino Unido admite que sistema de rastreamento fere privacidade,Tecnologia localiza possíveis infectados pelo vírus e pede que eles fiquem isolados; governo nega que informações tenham sido obtidas de forma ilegal ,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/covid-19-reino-unido-admite-que-sistema-de-rastreamento-fere-privacidade/,0,0.32850667211993767,0.6714933278800623
120,Retomada das atividades eleva perspectiva do PIB pela 3ª semana seguida,"Economistas consultados pelo Banco Central vêm melhorando suas projeções para o crescimento; agora, as previsões para inflação também sobem",Economia ,No date related,Veja,https://veja.abril.com.br/economia/retomada-das-atividades-eleva-perspectiva-do-pib-pela-3a-semana-seguida/,1,0.8195773713814157,0.18042262861858427
121,Justiça rejeita ação do PT contra Magno Malta por foto falsa sobre Adélio,,Brasil ,"20 Jul 2020, 09h33",Veja,https://veja.abril.com.br/blog/radar/justica-rejeita-acao-do-pt-contra-magno-malta-por-foto-falsa-sobre-adelio/,1,0.8195773713814157,0.18042262861858427
122,Primeira missão espacial árabe para Marte é lançada pelos EAU,Sonda não tripulada deverá orbitar Marte a partir de fevereiro de 2021; objetivo é capturar imagens e dados inéditos sobre a dinâmica do tempo no planeta,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/primeira-missao-espacial-arabe-para-marte-e-lancada-pelos-eau/,1,0.5983730642011168,0.4016269357988832
123,Nem Haddad salvaria o PT da derrota para prefeito de São Paulo,PSOL escolhe Boulos e Erundina ,None,"20 Jul 2020, 09h00",Veja,https://veja.abril.com.br/blog/noblat/nem-haddad-salvaria-o-pt-da-derrota-para-prefeito-de-s-paulo/,1,0.5983730642011168,0.4016269357988832
124,Sabe quem é ‘Karen’? Veja no novo dicionário politicamente correto,O nome próprio usado para designar - e ofender - mulheres brancas cheias de si é uma das novidades do jargão que acompanha os tempos atuais,Mundo ,"20 Jul 2020, 08h58",Veja,https://veja.abril.com.br/blog/mundialista/sabe-quem-e-karen-veja-no-novo-dicionario-politicamente-correto/,1,0.5983730642011168,0.4016269357988832
125,A saúde em ritmo de 5G,O Brasil entra no mundo da IA na saúde,Saúde ,"20 Jul 2020, 08h34",Veja,https://veja.abril.com.br/blog/coluna-claudio-lottenberg/a-saude-em-ritmo-de-5g/,1,0.5983730642011168,0.4016269357988832
126,"Netos de Jango são candidatos, com militares no poder e apelos por AI-5",,Política ,"20 Jul 2020, 08h30",Veja,https://veja.abril.com.br/blog/radar/netos-de-jango-vao-as-urnas-em-tempos-de-militares-no-poder/,1,0.7529993325239835,0.24700066747601646
127,Startup recebe R$ 120 mi para ser um ‘Robinhood’ e o terror de corretoras,"Nos Estados Unidos, aplicativo que zerou taxas de corretagem atraiu mais de 30 milhões de investidores num jogo arriscado de especulação",Economia ,No date related,Veja,https://veja.abril.com.br/economia/startup-recebe-r-120-mi-para-ser-um-robinhood-e-o-terror-de-corretoras/,0,0.4758303834048226,0.5241696165951775
128,Por que Bolsonaro defende mais armas para todos,Um exército particular para correr em seu socorro,Brasil ,"20 Jul 2020, 08h00",Veja,https://veja.abril.com.br/blog/noblat/por-que-bolsonaro-defende-mais-armas-para-todos/,1,0.5983730642011168,0.4016269357988832
129,Dez dias para Weintraub sonhar com a grana de Washington,,Brasil ,"20 Jul 2020, 07h24",Veja,https://veja.abril.com.br/blog/radar/dez-dias-para-weintraub-sonhar-com-a-grana-de-washington/,1,0.8495412438232033,0.15045875617679672
130,Frase do dia,Delfim Netto ,None,"20 Jul 2020, 07h00",Veja,https://veja.abril.com.br/blog/noblat/frase-do-dia-902/,1,0.8577403035085438,0.1422596964914562
131,"Ações de Moro vão, aos poucos, sendo apagadas do governo Bolsonaro",,Política ,"20 Jul 2020, 06h06",Veja,https://veja.abril.com.br/blog/radar/sob-nova-gestao-ministerio-da-justica-ameaca-legado-de-sergio-moro/,1,0.8195773713814157,0.18042262861858427
132,Charge do Amarildo,Humor ,None,"20 Jul 2020, 06h00",Veja,https://veja.abril.com.br/blog/noblat/charge-do-amarildo-706/,1,0.8195773713814157,0.18042262861858427
133,Chile anuncia relaxamento gradual do confinamento após 4 meses,O plano Passo a Passo é composto por cinco etapas; o início e o avanço das etapas irão depender da situação em cada comunidade e região do país,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/chile-anuncia-relaxamento-gradual-do-confinamento-apos-4-meses/,1,0.8195773713814157,0.18042262861858427
134,"Após ser transferido de hospital, cacique Raoni está com a saúde estável","Segundo boletim emitido neste domingo, os médicos acreditam que Raoni tem úlcera; diagnóstico ainda precisa ser confirmado por exames ",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/apos-ser-transferido-de-hospital-cacique-raoni-esta-com-a-saude-estavel/,1,0.7562299680333828,0.24377003196661717
135,"Após redução de casos, Pequim reabre parques, academias e museus",Espaços só poderão receber metade de sua capacidade máxima; capital chinesa não registra novo caso de Covid-19 há duas semanas,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/apos-reducao-de-casos-pequim-reabre-parques-academias-e-museus/,1,0.5983730642011168,0.4016269357988832
136,Alemanha promove show para testar potencial de contaminação da Covid-19,Pesquisa irá auxiliar os cientistas a montarem plano de retomada de atividades artísticas e atléticas no país,"Ciência, Mundo ",No date related,Veja,https://veja.abril.com.br/ciencia/alemanha-promove-show-para-testar-potencial-de-contaminacao-da-covid-19/,1,0.509695955425388,0.49030404457461196
137,Coronavírus: as diferenças no perfil da pandemia no Brasil e EUA,O ritmo na aceleração de novos casos e mortes pela doença é menor entre os brasileiros ,Saúde ,No date related,Veja,https://veja.abril.com.br/saude/coronavirus-as-diferencas-no-perfil-da-pandemia-no-brasil-e-eua/,1,0.5983730642011168,0.4016269357988832
138,Pandemia impede que 200 mil marinheiros retornem aos seus países,Organização das Nações Unidas considera a situação como crise humanitária; onze países prometeram reconhecê-los como profissionais essenciais,Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/pandemia-impede-que-200-mil-marinheiros-retornem-aos-seus-paises/,1,0.668887740893286,0.33111225910671405
139,Primeiro voo tripulado da SpaceX deve retornar à Terra no dia 2 de agosto,"Após dois meses na Estação Espacial Internacional, os veteranos Doug Hurley e Bob Behnken estão se preparando para encerrar a missão ",Tecnologia ,No date related,Veja,https://veja.abril.com.br/tecnologia/primeiro-voo-tripulado-da-spacex-deve-retornar-a-terra-no-dia-2-de-agosto/,1,0.5859752283480455,0.4140247716519545
140,O trio companheiro de Guedes na Granja do Torto,,Brasil ,"19 Jul 2020, 18h23",Veja,https://veja.abril.com.br/blog/radar/o-trio-companheiro-de-guedes-na-granja-do-torto/,1,0.8195773713814157,0.18042262861858427
141,União Europeia tenta acordo para plano de recuperação pós-pandemia,Reunião para definir o orçamento do bloco econômico para 2021-2027 ainda não chegou a um consenso,"Economia, Mundo ",No date related,Veja,https://veja.abril.com.br/economia/uniao-europeia-tenta-acordo-para-plano-de-recuperacao-pos-pandemia/,1,0.5983730642011168,0.4016269357988832
142,Toffoli é internado após sofrer acidente doméstico. Alta será hoje,O presidente do Supremo Tribunal Federal foi submetido a uma  sutura cirúrgica na testa,Saúde ,No date related,Veja,https://veja.abril.com.br/saude/toffoli-e-internado-em-hospital-de-sp-apos-sofrer-acidente-domestico/,1,0.5983730642011168,0.4016269357988832
143,Os apoiadores de Bolsonaro seguem se iludindo,"O eleitor brasileiro médio, ao que tudo indica, parece ter uma singular vocação para o engano e a desilusão política",Política ,"19 Jul 2020, 17h02",Veja,https://veja.abril.com.br/blog/jorge-pontes/os-apoiadores-de-bolsonaro-seguem-se-iludindo/,1,0.5983730642011168,0.4016269357988832
144,Enchentes matam 189 e deixam quatro milhões de desabrigados na Índia,"Transbordamento do rio Brahmaputra, que atravessa Tibet, Índia e Bangladesh, também danificou plantações e provocou deslizamentos de terra",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/enchentes-matam-189-e-deixam-quatro-milhoes-de-desabrigados-na-india/,1,0.5818603670651006,0.4181396329348994
145,Gabinete do ódio falou fino contra Gilmar Mendes nas redes,,Brasil ,"19 Jul 2020, 16h14",Veja,https://veja.abril.com.br/blog/radar/gabinete-do-odio-falou-fino-contra-gilmar-mendes-nas-redes/,1,0.8455187222136772,0.1544812777863228
146,A era de Jorge Jesus vista por um torcedor,"No dia em que todos os brasileiros foram Flamengo, na profecia de Nelson Rodrigues, Jesus e a torcida foram um só. Lá, foi possível entender o sentimento",Esporte ,"19 Jul 2020, 15h50",Veja,https://veja.abril.com.br/blog/matheus-leitao/a-era-de-jorge-jesus-vista-por-um-torcedor/,1,0.566961198628316,0.43303880137168405
147,TJ-SP vai ouvir guardas civis humilhados por desembargador,Eduardo Prado Rocha de Siqueira foi multado após se recusar a colocar máscara de proteção enquanto caminhava na orla de Santos ,Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/tjsp-vai-ouvir-guardas-civis-humilhados-por-desembargador/,1,0.5983730642011168,0.4016269357988832
148,Cuba anuncia ausência de transmissão local pela primeira vez em 130 dias,"Chefe de epidemiologia nacional afirmou neste domingo, 19, que o país não registrou nenhum novo caso de Covid-19",Mundo ,No date related,Veja,https://veja.abril.com.br/mundo/cuba-anuncia-ausencia-de-transmissao-local-pela-primeira-vez-em-4-meses/,1,0.6736695609667408,0.3263304390332592
149,Cotas para negros e abuso de poder religioso voltam à pauta do TSE,,Brasil ,"19 Jul 2020, 14h36",Veja,https://veja.abril.com.br/blog/radar/cota-para-negros-e-abuso-de-poder-religioso-voltam-a-pauta-do-tse/,1,0.7338170401228272,0.2661829598771728
150,Desembargador que ofendeu guarda municipal é alvo de ação do CNJ,,Brasil ,"19 Jul 2020, 14h33",Veja,https://veja.abril.com.br/blog/radar/desembargador-que-ofendeu-guarda-municipal-e-alvo-de-acao-do-cnj/,1,0.8195773713814157,0.18042262861858427
151,Hamilton vence na Hungria e se equipara a recorde de Schumacher,"Schumacher era até então o piloto que mais havia vencido um único GP, com oito triunfos na França",Esporte ,No date related,Veja,https://veja.abril.com.br/esporte/hamilton-vence-na-hungria-e-se-aproxima-de-recorde-de-schumacher/,1,0.5983730642011168,0.4016269357988832
152,Covid-19: Vacina de Oxford poderá ficar pronta em setembro,"O imunizante, que conta com testes no Brasil, é o mais avançado em desenvolvimento no mundo; os resultados da primeira fase serão divulgados nesta segunda",Saúde ,No date related,Veja,https://veja.abril.com.br/saude/covid-19-vacina-de-oxford-podera-ficar-pronta-em-setembro/,0,0.32850667211993767,0.6714933278800623
153,Disney se une ao boicote publicitário contra o Facebook,"O grupo se junta a nomes como Starbucks, Coca-Cola, Diageo e Unilever",Brasil ,No date related,Veja,https://veja.abril.com.br/brasil/disney-se-une-ao-boicote-publicitario-contra-o-facebook/,1,0.6037013532987736,0.3962986467012264
154,O pânico do Centrão da Câmara com a ação da PF contra Paulinho,,Brasil ,"19 Jul 2020, 12h31",Veja,https://veja.abril.com.br/blog/radar/o-panico-do-centrao-da-camara-com-a-acao-da-pf-contra-paulinho/,1,0.8931404508012593,0.10685954919874074
155,#SanatórioGeral: Companheirada em pânico,Maria do Rosário assusta os companheiros de partido que enriqueceram nos últimos anos saqueando cofres públicos,Política ,"19 Jul 2020, 12h30",Veja,https://veja.abril.com.br/blog/augusto-nunes/sanatoriogeral-companheirada-em-panico/,1,0.5983730642011168,0.4016269357988832
156,"Uso de máscara pode controlar vírus em até 8 semanas, diz CDC","Ainda assim, o presidente dos Estados Unidos, Donald Trump, se declarou contrário à utilização do acessório",Saúde ,No date related,Veja,https://veja.abril.com.br/saude/uso-de-mascara-pode-controlar-pandemia-em-ate-8-semanas-diz-cdc/,0,0.024294612890651737,0.9757053871093483
157,E daí? (por Gustavo Krause),"Infelizmente, as incertezas do horizonte sombrio põem fogo no Brasil ",None,"19 Jul 2020, 12h00",Veja,https://veja.abril.com.br/blog/noblat/e-dai-por-gustavo-krause/,1,0.5983730642011168,0.4016269357988832
158,Prato frio,A vingança 30 anos depois ,Política ,"19 Jul 2020, 11h57",Veja,https://veja.abril.com.br/blog/ricardo-rangel/prato-frio-3/,1,0.5983730642011168,0.4016269357988832
159,O dia seguinte (por André Gustavo Stumpf),A retomada da economia deve ter o objetivo primordial de gerar empregos ,None,"19 Jul 2020, 11h00",Veja,https://veja.abril.com.br/blog/noblat/o-dia-seguinte-por-andre-gustavo-stumpf/,1,0.7759894442827527,0.22401055571724726
